dataset,engine_id,cycle,estimated_rul,health_score,anomaly_score,status,degradation_status
FD001,80,10,192.07,74.36,72.48,NORMAL,NORMAL
FD001,80,11,191.07,90.96,3.08,NORMAL,NORMAL
FD001,80,12,190.07,73.44,70.14,NORMAL,NORMAL
FD001,80,13,189.07,72.68,70.2,NORMAL,NORMAL
FD001,80,14,188.07,73.97,62.03,NORMAL,NORMAL
FD001,80,15,187.07,68.63,80.38,NORMAL,NORMAL
FD001,80,16,186.07,74.98,51.95,NORMAL,NORMAL
FD001,80,17,185.07,69.39,71.32,NORMAL,NORMAL
FD001,80,18,184.07,71.13,61.33,NORMAL,NORMAL
FD001,80,19,183.07,67.44,73.1,NORMAL,NORMAL
FD001,80,20,182.07,83.79,4.68,NORMAL,NORMAL
FD001,80,21,181.07,66.78,69.72,NORMAL,NORMAL
FD001,80,22,180.07,62.35,84.42,NORMAL,NORMAL
FD001,80,23,179.07,71.44,45.05,NORMAL,NORMAL
FD001,80,24,178.07,74.4,30.23,NORMAL,NORMAL
FD001,80,25,177.07,68.27,51.72,NORMAL,NORMAL
FD001,80,26,176.07,71.61,35.36,NORMAL,NORMAL
FD001,80,27,175.07,68.32,45.51,NORMAL,NORMAL
FD001,80,28,174.07,69.83,36.48,NORMAL,NORMAL
FD001,80,29,173.07,56.42,87.09,WARNING,WARNING
FD001,80,30,172.07,60.16,69.15,NORMAL,NORMAL
FD001,80,31,171.07,71.57,20.47,NORMAL,NORMAL
FD001,80,32,170.07,54.44,86.02,WARNING,WARNING
FD001,80,33,169.07,56.85,73.34,NORMAL,WARNING
FD001,80,34,168.07,63.76,42.72,NORMAL,NORMAL
FD001,80,35,167.07,56.82,67.45,NORMAL,WARNING
FD001,80,36,166.07,67.2,22.93,NORMAL,NORMAL
FD001,80,37,165.07,70.42,7.04,NORMAL,NORMAL
FD001,80,38,164.07,53.35,72.3,NORMAL,WARNING
FD001,80,39,163.07,62.54,32.56,NORMAL,NORMAL
FD001,80,40,162.07,57.68,48.99,NORMAL,WARNING
FD001,80,41,161.07,64.04,20.51,NORMAL,NORMAL
FD001,80,42,160.07,62.79,22.53,NORMAL,NORMAL
FD001,80,43,159.07,62.41,21.05,NORMAL,NORMAL
FD001,80,44,158.07,46.47,81.77,NORMAL,WARNING
FD001,80,45,157.07,53.05,52.47,NORMAL,WARNING
FD001,80,46,156.07,54.77,42.56,NORMAL,WARNING
FD001,80,47,155.07,47.86,67.21,NORMAL,WARNING
FD001,80,48,154.07,45.98,71.7,NORMAL,WARNING
FD001,80,49,153.07,40.02,92.56,WARNING,WARNING
FD001,80,50,152.07,55.99,25.67,NORMAL,WARNING
FD001,80,51,151.07,46.61,60.18,NORMAL,WARNING
FD001,80,52,150.07,52.84,32.26,NORMAL,WARNING
FD001,80,53,149.07,48.71,45.75,NORMAL,WARNING
FD001,80,54,148.07,39.52,79.53,NORMAL,WARNING
FD001,80,55,147.07,36.83,87.25,WARNING,WARNING
FD001,80,56,146.07,52.44,21.81,NORMAL,WARNING
FD001,80,57,145.07,55.08,8.27,NORMAL,WARNING
FD001,80,58,144.07,42.45,55.77,NORMAL,WARNING
FD001,80,59,143.07,44.34,45.2,NORMAL,WARNING
FD001,80,60,142.07,41.73,52.63,NORMAL,WARNING
FD001,80,61,141.07,51.66,9.89,NORMAL,WARNING
FD001,80,62,140.07,46.58,27.21,NORMAL,WARNING
FD001,80,63,139.07,39.74,51.55,NORMAL,WARNING
FD001,80,64,138.07,43.15,34.92,NORMAL,WARNING
FD001,80,65,137.07,35.88,61.01,NORMAL,WARNING
FD001,80,66,136.07,37.32,52.22,NORMAL,WARNING
FD001,80,67,135.07,49.62,0.02,NORMAL,WARNING
FD001,80,68,134.07,45.95,11.69,NORMAL,WARNING
FD001,80,69,133.07,34.77,53.39,NORMAL,WARNING
FD001,80,70,132.07,43.18,16.76,NORMAL,WARNING
FD001,80,71,131.07,29.72,67.59,NORMAL,CRITICAL
FD001,80,72,130.07,26.33,78.13,NORMAL,CRITICAL
FD001,80,73,129.07,31.04,56.3,NORMAL,WARNING
FD001,80,74,128.07,27.4,67.85,NORMAL,CRITICAL
FD001,80,75,127.07,25.17,73.77,NORMAL,CRITICAL
FD001,80,76,126.07,30.43,49.72,NORMAL,WARNING
FD001,80,77,125.07,39.79,9.25,NORMAL,WARNING
FD001,80,78,124.07,38.39,11.86,NORMAL,WARNING
FD001,80,79,123.07,22.88,70.89,NORMAL,CRITICAL
FD001,80,80,122.07,30.68,36.69,NORMAL,WARNING
FD001,80,81,121.07,36.26,11.35,NORMAL,WARNING
FD001,80,82,120.07,32.26,24.35,NORMAL,WARNING
FD001,80,83,119.07,33.01,18.35,NORMAL,WARNING
FD001,80,84,118.07,35.74,4.39,NORMAL,WARNING
FD001,80,85,117.07,31.67,17.69,NORMAL,WARNING
FD001,80,86,116.07,26.08,37.05,NORMAL,CRITICAL
FD001,80,87,115.07,32.02,10.25,NORMAL,WARNING
FD001,80,88,114.07,21.61,48.91,NORMAL,CRITICAL
FD001,80,89,113.07,27.86,20.91,NORMAL,CRITICAL
FD001,80,90,112.07,23.13,36.82,NORMAL,CRITICAL
FD001,80,91,111.07,20.6,43.9,NORMAL,CRITICAL
FD001,80,92,110.07,15.84,59.93,NORMAL,CRITICAL
FD001,80,93,109.07,22.64,29.72,NORMAL,CRITICAL
FD001,80,94,108.07,14.39,59.72,NORMAL,CRITICAL
FD001,80,95,107.07,8.42,80.59,NORMAL,CRITICAL
FD001,80,96,106.07,8.05,79.08,NORMAL,CRITICAL
FD001,80,97,105.07,22.6,17.85,NORMAL,CRITICAL
FD001,80,98,104.07,20.35,23.86,NORMAL,CRITICAL
FD001,80,99,103.07,11.91,54.61,NORMAL,CRITICAL
FD001,80,100,102.07,15.03,39.13,NORMAL,CRITICAL
FD001,80,101,101.07,12.37,46.77,NORMAL,CRITICAL
FD001,80,102,100.07,5.75,70.22,NORMAL,CRITICAL
FD001,80,103,99.07,21.48,4.31,NORMAL,CRITICAL
FD001,80,104,98.07,8.1,54.8,NORMAL,CRITICAL
FD001,80,105,97.07,0.96,80.37,NORMAL,CRITICAL
FD001,80,106,96.07,13.95,25.42,NORMAL,CRITICAL
FD001,80,107,95.07,8.38,44.67,NORMAL,CRITICAL
FD001,80,108,94.07,6.23,50.27,NORMAL,CRITICAL
FD001,80,109,93.07,7.6,41.8,NORMAL,CRITICAL
FD001,80,110,92.07,14.93,9.44,NORMAL,CRITICAL
FD001,80,111,91.07,15.95,2.38,NORMAL,CRITICAL
FD001,80,112,90.07,11.37,17.68,NORMAL,CRITICAL
FD001,80,113,89.07,0.0,78.65,NORMAL,CRITICAL
FD001,80,114,88.07,8.81,21.91,NORMAL,CRITICAL
FD001,80,115,87.07,3.45,40.32,NORMAL,CRITICAL
FD001,80,116,86.07,3.35,37.72,NORMAL,CRITICAL
FD001,80,117,85.07,0.0,57.23,NORMAL,CRITICAL
FD001,80,118,84.07,8.21,12.29,NORMAL,CRITICAL
FD001,80,119,83.07,4.54,23.94,NORMAL,CRITICAL
FD001,80,120,82.07,0.0,59.66,NORMAL,CRITICAL
FD001,80,121,81.07,4.96,16.26,NORMAL,CRITICAL
FD001,80,122,80.07,0.46,31.26,NORMAL,CRITICAL
FD001,80,123,79.07,0.0,63.43,NORMAL,CRITICAL
FD001,80,124,78.07,0.0,89.81,WARNING,WARNING
FD001,80,125,77.07,5.54,1.9,NORMAL,CRITICAL
FD001,80,126,76.07,0.0,46.09,NORMAL,CRITICAL
FD001,80,127,75.07,0.0,18.56,NORMAL,CRITICAL
FD001,80,128,74.07,0.0,46.47,NORMAL,CRITICAL
FD001,80,129,73.07,0.0,42.35,NORMAL,CRITICAL
FD001,80,130,72.07,0.63,6.5,NORMAL,CRITICAL
FD001,80,131,71.07,0.0,80.21,NORMAL,CRITICAL
FD001,80,132,70.07,0.0,12.23,NORMAL,CRITICAL
FD001,80,133,69.07,0.0,20.77,NORMAL,CRITICAL
FD001,81,1,216.14,75.77,95.03,NORMAL,NORMAL
FD001,81,2,215.14,74.92,96.57,NORMAL,NORMAL
FD001,81,3,214.14,74.42,96.69,NORMAL,NORMAL
FD001,81,4,213.14,78.89,76.92,NORMAL,NORMAL
FD001,81,5,212.14,75.03,90.49,NORMAL,NORMAL
FD001,81,6,211.14,82.86,57.27,NORMAL,NORMAL
FD001,81,7,210.14,76.8,79.64,NORMAL,NORMAL
FD001,81,8,209.14,78.32,71.71,NORMAL,NORMAL
FD001,81,9,208.14,72.68,92.38,NORMAL,NORMAL
FD001,81,10,207.14,74.57,82.95,NORMAL,NORMAL
FD001,81,11,206.14,73.43,85.63,WARNING,WARNING
FD001,81,12,205.14,74.52,79.38,NORMAL,NORMAL
FD001,81,13,204.14,80.31,54.33,NORMAL,NORMAL
FD001,81,14,203.14,80.59,51.35,NORMAL,NORMAL
FD001,81,15,202.14,73.9,76.23,NORMAL,NORMAL
FD001,81,16,201.14,76.33,64.64,NORMAL,NORMAL
FD001,81,17,200.14,83.05,35.86,NORMAL,NORMAL
FD001,81,18,199.14,83.64,31.62,NORMAL,NORMAL
FD001,81,19,198.14,89.08,7.99,NORMAL,NORMAL
FD001,81,20,197.14,79.28,45.33,NORMAL,NORMAL
FD001,81,21,196.14,81.98,32.65,NORMAL,NORMAL
FD001,81,22,195.14,80.4,37.1,NORMAL,NORMAL
FD001,81,23,194.14,77.43,47.08,NORMAL,NORMAL
FD001,81,24,193.14,75.14,54.36,NORMAL,NORMAL
FD001,81,25,192.14,77.61,42.62,NORMAL,NORMAL
FD001,81,26,191.14,68.33,77.86,NORMAL,NORMAL
FD001,81,27,190.14,73.43,55.57,NORMAL,NORMAL
FD001,81,28,189.14,85.47,5.54,NORMAL,NORMAL
FD001,81,29,188.14,81.13,21.02,NORMAL,NORMAL
FD001,81,30,187.14,64.43,85.94,WARNING,WARNING
FD001,81,31,186.14,79.31,24.56,NORMAL,NORMAL
FD001,81,32,185.14,83.88,4.37,NORMAL,NORMAL
FD001,81,33,184.14,76.3,32.81,NORMAL,NORMAL
FD001,81,34,183.14,75.99,32.19,NORMAL,NORMAL
FD001,81,35,182.14,60.89,90.72,WARNING,WARNING
FD001,81,36,181.14,76.33,27.08,NORMAL,NORMAL
FD001,81,37,180.14,81.3,5.33,NORMAL,NORMAL
FD001,81,38,179.14,71.28,43.53,NORMAL,NORMAL
FD001,81,39,178.14,78.14,14.22,NORMAL,NORMAL
FD001,81,40,177.14,78.78,9.75,NORMAL,NORMAL
FD001,81,41,176.14,61.88,75.49,NORMAL,NORMAL
FD001,81,42,175.14,62.36,71.69,NORMAL,NORMAL
FD001,81,43,174.14,69.02,43.17,NORMAL,NORMAL
FD001,81,44,173.14,77.8,6.18,NORMAL,NORMAL
FD001,81,45,172.14,66.45,49.69,NORMAL,NORMAL
FD001,81,46,171.14,64.96,53.76,NORMAL,NORMAL
FD001,81,47,170.14,69.73,32.8,NORMAL,NORMAL
FD001,81,48,169.14,75.99,5.9,NORMAL,NORMAL
FD001,81,49,168.14,74.04,11.81,NORMAL,NORMAL
FD001,81,50,167.14,55.28,84.98,NORMAL,WARNING
FD001,81,51,166.14,62.46,54.4,NORMAL,NORMAL
FD001,81,52,165.14,70.96,18.52,NORMAL,NORMAL
FD001,81,53,164.14,73.94,4.7,NORMAL,NORMAL
FD001,81,54,163.14,65.09,38.24,NORMAL,NORMAL
FD001,81,55,162.14,67.11,28.26,NORMAL,NORMAL
FD001,81,56,161.14,49.51,96.79,WARNING,WARNING
FD001,81,57,160.14,64.44,35.19,NORMAL,NORMAL
FD001,81,58,159.14,68.69,16.33,NORMAL,NORMAL
FD001,81,59,158.14,56.2,64.41,NORMAL,WARNING
FD001,81,60,157.14,64.66,28.7,NORMAL,NORMAL
FD001,81,61,156.14,57.48,55.52,NORMAL,WARNING
FD001,81,62,155.14,64.04,27.4,NORMAL,NORMAL
FD001,81,63,154.14,67.91,10.03,NORMAL,NORMAL
FD001,81,64,153.14,69.54,1.64,NORMAL,NORMAL
FD001,81,65,152.14,67.15,9.35,NORMAL,NORMAL
FD001,81,66,151.14,48.59,81.68,NORMAL,WARNING
FD001,81,67,150.14,65.88,10.65,NORMAL,NORMAL
FD001,81,68,149.14,60.59,29.94,NORMAL,NORMAL
FD001,81,69,148.14,52.65,59.83,NORMAL,WARNING
FD001,81,70,147.14,55.19,47.8,NORMAL,WARNING
FD001,81,71,146.14,59.09,30.29,NORMAL,WARNING
FD001,81,72,145.14,59.25,27.78,NORMAL,WARNING
FD001,81,73,144.14,65.68,0.19,NORMAL,NORMAL
FD001,81,74,143.14,65.16,0.39,NORMAL,NORMAL
FD001,81,75,142.14,54.19,42.39,NORMAL,WARNING
FD001,81,76,141.14,56.41,31.65,NORMAL,WARNING
FD001,81,77,140.14,60.14,14.84,NORMAL,NORMAL
FD001,81,78,139.14,57.9,21.91,NORMAL,WARNING
FD001,81,79,138.14,56.15,27.03,NORMAL,WARNING
FD001,81,80,137.14,44.15,73.15,NORMAL,WARNING
FD001,81,81,136.14,52.37,38.4,NORMAL,WARNING
FD001,81,82,135.14,58.73,11.07,NORMAL,WARNING
FD001,81,83,134.14,37.46,94.3,WARNING,WARNING
FD001,81,84,133.14,35.87,98.75,CRITICAL,CRITICAL
FD001,81,85,132.14,39.85,80.98,NORMAL,WARNING
FD001,81,86,131.14,38.99,82.52,NORMAL,WARNING
FD001,81,87,130.14,44.15,60.02,NORMAL,WARNING
FD001,81,88,129.14,35.68,92.01,WARNING,WARNING
FD001,81,89,128.14,37.24,83.91,NORMAL,WARNING
FD001,81,90,127.14,42.36,61.55,NORMAL,WARNING
FD001,81,91,126.14,34.9,89.52,WARNING,WARNING
FD001,81,92,125.14,50.98,23.29,NORMAL,WARNING
FD001,81,93,124.14,48.36,31.91,NORMAL,WARNING
FD001,81,94,123.14,33.27,90.4,WARNING,WARNING
FD001,81,95,122.14,52.6,11.19,NORMAL,WARNING
FD001,81,96,121.14,44.39,42.15,NORMAL,WARNING
FD001,81,97,120.14,40.95,54.04,NORMAL,WARNING
FD001,81,98,119.14,38.77,60.88,NORMAL,WARNING
FD001,81,99,118.14,41.32,48.81,NORMAL,WARNING
FD001,81,100,117.14,37.18,63.5,NORMAL,WARNING
FD001,81,101,116.14,50.23,9.4,NORMAL,WARNING
FD001,81,102,115.14,31.87,80.98,NORMAL,WARNING
FD001,81,103,114.14,41.43,40.85,NORMAL,WARNING
FD001,81,104,113.14,37.71,53.85,NORMAL,WARNING
FD001,81,105,112.14,39.03,46.71,NORMAL,WARNING
FD001,81,106,111.14,35.86,57.51,NORMAL,WARNING
FD001,81,107,110.14,46.83,11.75,NORMAL,WARNING
FD001,81,108,109.14,48.14,4.61,NORMAL,WARNING
FD001,81,109,108.14,30.04,75.16,NORMAL,WARNING
FD001,81,110,107.14,39.39,35.88,NORMAL,WARNING
FD001,81,111,106.14,38.48,37.64,NORMAL,WARNING
FD001,81,112,105.14,28.9,74.07,NORMAL,CRITICAL
FD001,81,113,104.14,25.53,85.69,WARNING,WARNING
FD001,81,114,103.14,32.28,56.79,NORMAL,WARNING
FD001,81,115,102.14,25.9,80.43,NORMAL,CRITICAL
FD001,81,116,101.14,22.11,93.73,WARNING,WARNING
FD001,81,117,100.14,25.01,80.26,NORMAL,CRITICAL
FD001,81,118,99.14,27.44,68.66,NORMAL,CRITICAL
FD001,81,119,98.14,29.56,58.28,NORMAL,CRITICAL
FD001,81,120,97.14,24.39,77.08,NORMAL,CRITICAL
FD001,81,121,96.14,19.97,92.88,WARNING,WARNING
FD001,81,122,95.14,26.13,66.37,NORMAL,CRITICAL
FD001,81,123,94.14,23.92,73.33,NORMAL,CRITICAL
FD001,81,124,93.14,20.94,83.37,NORMAL,CRITICAL
FD001,81,125,92.14,20.91,81.63,NORMAL,CRITICAL
FD001,81,126,91.14,35.39,21.8,NORMAL,WARNING
FD001,81,127,90.14,39.9,1.91,NORMAL,WARNING
FD001,81,128,89.14,37.69,8.88,NORMAL,WARNING
FD001,81,129,88.14,35.97,13.87,NORMAL,WARNING
FD001,81,130,87.14,31.33,30.55,NORMAL,WARNING
FD001,81,131,86.14,22.25,64.98,NORMAL,CRITICAL
FD001,81,132,85.14,23.8,56.9,NORMAL,CRITICAL
FD001,81,133,84.14,30.94,26.49,NORMAL,WARNING
FD001,81,134,83.14,17.17,79.68,NORMAL,CRITICAL
FD001,81,135,82.14,15.57,84.19,NORMAL,CRITICAL
FD001,81,136,81.14,29.11,28.14,NORMAL,CRITICAL
FD001,81,137,80.14,16.42,77.02,NORMAL,CRITICAL
FD001,81,138,79.14,19.32,63.57,NORMAL,CRITICAL
FD001,81,139,78.14,31.77,11.88,NORMAL,WARNING
FD001,81,140,77.14,28.77,22.02,NORMAL,CRITICAL
FD001,81,141,76.14,29.03,19.08,NORMAL,CRITICAL
FD001,81,142,75.14,22.96,41.49,NORMAL,CRITICAL
FD001,81,143,74.14,17.44,61.7,NORMAL,CRITICAL
FD001,81,144,73.14,22.45,39.77,NORMAL,CRITICAL
FD001,81,145,72.14,18.47,53.81,NORMAL,CRITICAL
FD001,81,146,71.14,17.71,54.97,NORMAL,CRITICAL
FD001,81,147,70.14,24.94,24.18,NORMAL,CRITICAL
FD001,81,148,69.14,23.47,28.21,NORMAL,CRITICAL
FD001,81,149,68.14,21.02,36.09,NORMAL,CRITICAL
FD001,81,150,67.14,20.8,35.11,NORMAL,CRITICAL
FD001,81,151,66.14,18.85,41.02,NORMAL,CRITICAL
FD001,81,152,65.14,13.03,62.45,NORMAL,CRITICAL
FD001,81,153,64.14,21.74,25.71,NORMAL,CRITICAL
FD001,81,154,63.14,17.0,42.79,NORMAL,CRITICAL
FD001,81,155,62.14,5.99,84.95,NORMAL,CRITICAL
FD001,81,156,61.14,6.53,80.92,NORMAL,CRITICAL
FD001,81,157,60.14,3.22,92.29,WARNING,WARNING
FD001,81,158,59.14,3.98,87.36,WARNING,WARNING
FD001,81,159,58.14,20.58,19.08,NORMAL,CRITICAL
FD001,81,160,57.14,21.36,14.11,NORMAL,CRITICAL
FD001,81,161,56.14,21.17,12.98,NORMAL,CRITICAL
FD001,81,162,55.14,15.05,35.59,NORMAL,CRITICAL
FD001,81,163,54.14,14.72,35.02,NORMAL,CRITICAL
FD001,81,164,53.14,8.71,57.2,NORMAL,CRITICAL
FD001,81,165,52.14,9.92,50.45,NORMAL,CRITICAL
FD001,81,166,51.14,19.43,10.56,NORMAL,CRITICAL
FD001,81,167,50.14,15.93,22.65,NORMAL,CRITICAL
FD001,81,168,49.14,4.42,66.81,NORMAL,CRITICAL
FD001,81,169,48.14,15.56,20.38,NORMAL,CRITICAL
FD001,81,170,47.14,13.92,25.07,NORMAL,CRITICAL
FD001,81,171,46.14,7.47,49.01,NORMAL,CRITICAL
FD001,81,172,45.14,15.12,16.52,NORMAL,CRITICAL
FD001,81,173,44.14,9.2,38.3,NORMAL,CRITICAL
FD001,81,174,43.14,16.96,5.41,NORMAL,CRITICAL
FD001,81,175,42.14,7.96,39.52,NORMAL,CRITICAL
FD001,81,176,41.14,0.35,68.07,NORMAL,CRITICAL
FD001,81,177,40.14,13.85,12.21,NORMAL,CRITICAL
FD001,81,178,39.14,2.9,54.13,NORMAL,CRITICAL
FD001,81,179,38.14,0.03,63.72,NORMAL,CRITICAL
FD001,81,180,37.14,13.94,6.21,NORMAL,CRITICAL
FD001,81,181,36.14,0.0,69.4,NORMAL,CRITICAL
FD001,81,182,35.14,10.01,18.17,NORMAL,CRITICAL
FD001,81,183,34.14,0.0,66.24,NORMAL,CRITICAL
FD001,81,184,33.14,4.91,34.82,NORMAL,CRITICAL
FD001,81,185,32.14,0.0,69.69,NORMAL,CRITICAL
FD001,81,186,31.14,0.0,52.84,NORMAL,CRITICAL
FD001,81,187,30.14,4.97,28.94,NORMAL,CRITICAL
FD001,81,188,29.14,5.35,25.53,NORMAL,CRITICAL
FD001,81,189,28.14,2.65,34.46,NORMAL,CRITICAL
FD001,81,190,27.14,4.52,25.09,NORMAL,CRITICAL
FD001,81,191,26.14,0.0,48.51,NORMAL,CRITICAL
FD001,81,192,25.14,0.0,60.22,NORMAL,CRITICAL
FD001,81,193,24.14,0.0,66.69,NORMAL,CRITICAL
FD001,81,194,23.14,0.0,36.4,NORMAL,CRITICAL
FD001,81,195,22.14,0.0,65.31,NORMAL,CRITICAL
FD001,81,196,21.14,3.84,16.58,NORMAL,CRITICAL
FD001,81,197,20.14,4.69,11.28,NORMAL,CRITICAL
FD001,81,198,19.14,0.0,68.48,NORMAL,CRITICAL
FD001,81,199,18.14,0.0,45.49,NORMAL,CRITICAL
FD001,81,200,17.14,0.0,72.13,NORMAL,CRITICAL
FD001,81,201,16.14,0.0,41.72,NORMAL,CRITICAL
FD001,81,202,15.14,3.65,6.07,NORMAL,CRITICAL
FD001,81,203,14.14,0.0,88.41,WARNING,WARNING
FD001,81,204,13.14,0.0,68.22,NORMAL,CRITICAL
FD001,81,205,12.14,0.0,74.34,NORMAL,CRITICAL
FD001,81,206,11.14,0.0,33.94,NORMAL,CRITICAL
FD001,81,207,10.14,0.0,60.47,NORMAL,CRITICAL
FD001,81,208,9.14,0.0,33.62,NORMAL,CRITICAL
FD001,81,209,8.14,0.0,34.2,NORMAL,CRITICAL
FD001,81,210,7.14,0.0,49.35,NORMAL,CRITICAL
FD001,81,211,6.14,0.0,45.33,NORMAL,CRITICAL
FD001,81,212,5.14,0.0,43.22,NORMAL,CRITICAL
FD001,81,213,4.14,0.0,58.44,NORMAL,CRITICAL
FD001,82,1,170.1,75.62,95.03,NORMAL,NORMAL
FD001,82,2,169.1,74.75,96.04,NORMAL,NORMAL
FD001,82,3,168.1,82.32,63.31,NORMAL,NORMAL
FD001,82,4,167.1,76.94,82.36,NORMAL,NORMAL
FD001,82,5,166.1,81.32,62.37,NORMAL,NORMAL
FD001,82,6,165.1,77.24,76.24,NORMAL,NORMAL
FD001,82,7,164.1,86.05,38.53,NORMAL,NORMAL
FD001,82,8,163.1,73.15,87.65,NORMAL,NORMAL
FD001,82,9,162.1,91.89,10.2,NORMAL,NORMAL
FD001,82,10,161.1,68.87,99.83,CRITICAL,CRITICAL
FD001,82,11,160.1,72.62,82.37,NORMAL,NORMAL
FD001,82,12,159.1,68.69,95.6,WARNING,WARNING
FD001,82,13,158.1,71.36,82.48,NORMAL,NORMAL
FD001,82,14,157.1,70.58,83.12,NORMAL,NORMAL
FD001,82,15,156.1,70.7,80.18,NORMAL,NORMAL
FD001,82,16,155.1,67.72,89.6,WARNING,WARNING
FD001,82,17,154.1,64.92,98.33,CRITICAL,CRITICAL
FD001,82,18,153.1,69.7,76.76,NORMAL,NORMAL
FD001,82,19,152.1,63.73,98.17,CRITICAL,CRITICAL
FD001,82,20,151.1,67.76,79.59,NORMAL,NORMAL
FD001,82,21,150.1,75.91,44.52,NORMAL,NORMAL
FD001,82,22,149.1,70.41,64.05,NORMAL,NORMAL
FD001,82,23,148.1,63.77,88.13,WARNING,WARNING
FD001,82,24,147.1,66.78,73.6,NORMAL,NORMAL
FD001,82,25,146.1,70.6,55.89,NORMAL,NORMAL
FD001,82,26,145.1,59.66,97.15,CRITICAL,CRITICAL
FD001,82,27,144.1,75.65,30.74,NORMAL,NORMAL
FD001,82,28,143.1,74.18,34.15,NORMAL,NORMAL
FD001,82,29,142.1,72.87,36.9,NORMAL,NORMAL
FD001,82,30,141.1,73.49,31.99,NORMAL,NORMAL
FD001,82,31,140.1,62.78,72.34,NORMAL,NORMAL
FD001,82,32,139.1,68.03,48.85,NORMAL,NORMAL
FD001,82,33,138.1,55.24,97.56,CRITICAL,CRITICAL
FD001,82,34,137.1,70.61,33.61,NORMAL,NORMAL
FD001,82,35,136.1,67.7,42.78,NORMAL,NORMAL
FD001,82,36,135.1,64.53,52.97,NORMAL,NORMAL
FD001,82,37,134.1,55.69,85.88,WARNING,WARNING
FD001,82,38,133.1,53.76,91.12,WARNING,WARNING
FD001,82,39,132.1,51.44,97.96,CRITICAL,CRITICAL
FD001,82,40,131.1,50.86,97.79,CRITICAL,CRITICAL
FD001,82,41,130.1,51.14,94.22,WARNING,WARNING
FD001,82,42,129.1,55.51,74.24,NORMAL,WARNING
FD001,82,43,128.1,64.88,34.3,NORMAL,NORMAL
FD001,82,44,127.1,47.94,99.58,CRITICAL,CRITICAL
FD001,82,45,126.1,48.96,93.06,WARNING,WARNING
FD001,82,46,125.1,48.87,90.93,WARNING,WARNING
FD001,82,47,124.1,53.51,69.92,NORMAL,WARNING
FD001,82,48,123.1,45.97,97.59,CRITICAL,CRITICAL
FD001,82,49,122.1,48.97,83.13,NORMAL,WARNING
FD001,82,50,121.1,58.47,42.66,NORMAL,WARNING
FD001,82,51,120.1,56.8,46.86,NORMAL,WARNING
FD001,82,52,119.1,52.03,63.48,NORMAL,WARNING
FD001,82,53,118.1,48.3,75.92,NORMAL,WARNING
FD001,82,54,117.1,44.72,87.79,WARNING,WARNING
FD001,82,55,116.1,61.11,19.77,NORMAL,NORMAL
FD001,82,56,115.1,64.41,4.1,NORMAL,NORMAL
FD001,82,57,114.1,63.78,4.13,NORMAL,NORMAL
FD001,82,58,113.1,54.48,38.88,NORMAL,WARNING
FD001,82,59,112.1,54.1,37.91,NORMAL,WARNING
FD001,82,60,111.1,45.0,71.85,NORMAL,WARNING
FD001,82,61,110.1,55.51,27.35,NORMAL,WARNING
FD001,82,62,109.1,59.19,10.15,NORMAL,WARNING
FD001,82,63,108.1,47.96,52.61,NORMAL,WARNING
FD001,82,64,107.1,48.39,48.41,NORMAL,WARNING
FD001,82,65,106.1,56.67,12.84,NORMAL,WARNING
FD001,82,66,105.1,59.04,0.88,NORMAL,WARNING
FD001,82,67,104.1,53.29,21.39,NORMAL,WARNING
FD001,82,68,103.1,49.36,34.64,NORMAL,WARNING
FD001,82,69,102.1,46.51,43.58,NORMAL,WARNING
FD001,82,70,101.1,37.65,76.56,NORMAL,WARNING
FD001,82,71,100.1,51.94,16.93,NORMAL,WARNING
FD001,82,72,99.1,44.68,43.52,NORMAL,WARNING
FD001,82,73,98.1,41.07,55.47,NORMAL,WARNING
FD001,82,74,97.1,50.69,14.53,NORMAL,WARNING
FD001,82,75,96.1,49.61,16.38,NORMAL,WARNING
FD001,82,76,95.1,37.86,60.9,NORMAL,WARNING
FD001,82,77,94.1,44.44,32.1,NORMAL,WARNING
FD001,82,78,93.1,40.85,44.02,NORMAL,WARNING
FD001,82,79,92.1,44.15,28.33,NORMAL,WARNING
FD001,82,80,91.1,44.69,23.72,NORMAL,WARNING
FD001,82,81,90.1,32.84,68.63,NORMAL,WARNING
FD001,82,82,89.1,39.12,41.06,NORMAL,WARNING
FD001,82,83,88.1,25.14,94.49,WARNING,WARNING
FD001,82,84,87.1,35.79,49.44,NORMAL,WARNING
FD001,82,85,86.1,30.39,68.55,NORMAL,WARNING
FD001,82,86,85.1,38.31,34.42,NORMAL,WARNING
FD001,82,87,84.1,34.56,46.94,NORMAL,WARNING
FD001,82,88,83.1,22.24,93.76,WARNING,WARNING
FD001,82,89,82.1,26.3,75.03,NORMAL,CRITICAL
FD001,82,90,81.1,33.09,45.42,NORMAL,WARNING
FD001,82,91,80.1,28.58,60.99,NORMAL,CRITICAL
FD001,82,92,79.1,20.84,89.48,WARNING,WARNING
FD001,82,93,78.1,24.37,72.89,NORMAL,CRITICAL
FD001,82,94,77.1,29.26,50.87,NORMAL,CRITICAL
FD001,82,95,76.1,19.44,87.68,WARNING,WARNING
FD001,82,96,75.1,17.32,93.66,WARNING,WARNING
FD001,82,97,74.1,15.8,97.31,CRITICAL,CRITICAL
FD001,82,98,73.1,22.43,68.31,NORMAL,CRITICAL
FD001,82,99,72.1,28.67,40.86,NORMAL,CRITICAL
FD001,82,100,71.1,33.26,20.06,NORMAL,WARNING
