unit_id,cycle,dataset,anomaly_score,status,top_abnormal_sensors,sensor_deviation_scores
8,134,FD002,25.9417,NORMAL,"sensor_10, sensor_16, sensor_15","1.52, 1.16, 0.96"
8,135,FD002,18.6332,NORMAL,"sensor_16, sensor_2, sensor_8","0.77, 0.61, 0.57"
8,136,FD002,5.9134,NORMAL,"sensor_1, sensor_5, sensor_16","1.00, 0.78, 0.77"
8,137,FD002,46.8442,NORMAL,"sensor_7, sensor_12, sensor_6","1.58, 1.58, 1.57"
8,138,FD002,51.4723,NORMAL,"sensor_20, sensor_6, sensor_5","1.27, 1.27, 1.26"
8,139,FD002,72.1498,NORMAL,"sensor_19, sensor_13, sensor_14","1.45, 1.45, 1.39"
8,140,FD002,6.2724,NORMAL,"sensor_1, sensor_5, sensor_6","1.02, 0.88, 0.81"
8,141,FD002,34.6007,NORMAL,"sensor_12, sensor_6, sensor_7","1.27, 1.26, 1.26"
8,142,FD002,44.3591,NORMAL,"sensor_5, sensor_6, sensor_21","1.37, 1.32, 1.28"
8,143,FD002,32.2383,NORMAL,"sensor_5, sensor_6, sensor_21","1.14, 1.10, 1.08"
8,144,FD002,17.2008,NORMAL,"sensor_1, sensor_4, sensor_5","0.76, 0.66, 0.66"
8,145,FD002,38.7024,NORMAL,"sensor_16, sensor_10, sensor_15","1.16, 0.94, 0.66"
8,146,FD002,39.2604,NORMAL,"sensor_16, sensor_10, sensor_14","0.95, 0.77, 0.56"
8,147,FD002,19.0443,NORMAL,"sensor_16, sensor_10, sensor_15","0.95, 0.82, 0.61"
8,148,FD002,1.6053,NORMAL,"sensor_16, sensor_1, sensor_10","0.77, 0.74, 0.66"
8,149,FD002,77.9125,NORMAL,"sensor_17, sensor_2, sensor_1","1.50, 1.48, 1.47"
8,150,FD002,86.9324,WARNING,"sensor_19, sensor_13, sensor_14","2.85, 2.85, 2.65"
8,151,FD002,50.466,NORMAL,"sensor_13, sensor_19, sensor_14","1.90, 1.90, 1.80"
9,1,FD002,98.1203,NORMAL,insufficient_history,
9,2,FD002,98.8049,NORMAL,insufficient_history,
9,3,FD002,70.8012,NORMAL,insufficient_history,
9,4,FD002,80.2582,NORMAL,insufficient_history,
9,5,FD002,82.0365,NORMAL,insufficient_history,
9,6,FD002,91.5475,NORMAL,insufficient_history,
9,7,FD002,54.8634,NORMAL,insufficient_history,
9,8,FD002,51.8667,NORMAL,insufficient_history,
9,9,FD002,77.5684,NORMAL,insufficient_history,
9,10,FD002,1.9941,NORMAL,"sensor_16, sensor_1, sensor_10","0.77, 0.74, 0.66"
9,11,FD002,51.2082,NORMAL,"sensor_19, sensor_13, sensor_14","1.90, 1.90, 1.86"
9,12,FD002,61.5543,NORMAL,"sensor_1, sensor_6, sensor_7","1.58, 1.57, 1.57"
9,13,FD002,8.9157,NORMAL,"sensor_5, sensor_6, sensor_20","0.90, 0.84, 0.80"
9,14,FD002,82.9815,NORMAL,"sensor_16, sensor_20, sensor_7","1.45, 1.44, 1.44"
9,15,FD002,13.0378,NORMAL,"sensor_5, sensor_6, sensor_21","0.73, 0.69, 0.66"
9,16,FD002,11.0456,NORMAL,"sensor_5, sensor_6, sensor_1","0.73, 0.69, 0.65"
9,17,FD002,36.8069,NORMAL,"sensor_2, sensor_3, sensor_1","0.84, 0.77, 0.76"
9,18,FD002,29.0258,NORMAL,"sensor_16, sensor_10, sensor_15","1.45, 1.20, 0.83"
9,19,FD002,52.0136,NORMAL,"sensor_20, sensor_7, sensor_12","1.29, 1.28, 1.28"
9,20,FD002,32.5248,NORMAL,"sensor_5, sensor_1, sensor_6","1.00, 0.99, 0.97"
9,21,FD002,84.7728,NORMAL,"sensor_11, sensor_3, sensor_12","1.10, 1.07, 1.04"
9,22,FD002,66.2624,NORMAL,"sensor_14, sensor_16, sensor_13","1.30, 0.77, 0.67"
9,23,FD002,93.3797,WARNING,"sensor_19, sensor_13, sensor_14","2.85, 2.85, 2.60"
9,24,FD002,63.0946,NORMAL,"sensor_13, sensor_19, sensor_14","1.90, 1.90, 1.85"
9,25,FD002,16.1926,NORMAL,"sensor_5, sensor_1, sensor_6","1.12, 1.10, 1.05"
9,26,FD002,15.815,NORMAL,"sensor_5, sensor_1, sensor_6","1.12, 1.10, 1.05"
9,27,FD002,10.7033,NORMAL,"sensor_5, sensor_1, sensor_6","0.93, 0.91, 0.87"
9,28,FD002,80.5428,NORMAL,"sensor_16, sensor_10, sensor_12","1.45, 1.39, 1.38"
9,29,FD002,13.2796,NORMAL,sensor_1,0.63
9,30,FD002,27.4633,NORMAL,"sensor_16, sensor_10, sensor_15","1.45, 1.20, 0.86"
9,31,FD002,22.7683,NORMAL,"sensor_2, sensor_1, sensor_9","0.88, 0.82, 0.77"
9,32,FD002,2.0797,NORMAL,"sensor_5, sensor_6, sensor_1","0.85, 0.80, 0.79"
9,33,FD002,63.8963,NORMAL,"sensor_7, sensor_12, sensor_6","1.62, 1.62, 1.61"
9,34,FD002,81.5008,NORMAL,"sensor_11, sensor_7, sensor_12","1.33, 1.28, 1.28"
9,35,FD002,60.0402,NORMAL,"sensor_14, sensor_16, sensor_13","1.08, 0.77, 0.57"
9,36,FD002,66.3219,NORMAL,"sensor_11, sensor_3, sensor_12","1.05, 1.03, 1.02"
9,37,FD002,93.2867,WARNING,"sensor_13, sensor_8, sensor_18","1.50, 1.39, 1.39"
9,38,FD002,60.3099,NORMAL,"sensor_16, sensor_13, sensor_14","0.95, 0.88, 0.77"
9,39,FD002,96.2276,WARNING,"sensor_19, sensor_13, sensor_14","2.85, 2.85, 2.64"
9,40,FD002,39.186,NORMAL,"sensor_21, sensor_7, sensor_12","1.02, 1.02, 1.02"
9,41,FD002,94.9962,WARNING,"sensor_19, sensor_13, sensor_14","1.90, 1.90, 1.81"
9,42,FD002,81.2608,NORMAL,"sensor_5, sensor_1, sensor_6","1.38, 1.35, 1.29"
9,43,FD002,41.9539,NORMAL,sensor_16,0.77
9,44,FD002,9.1817,NORMAL,"sensor_1, sensor_5, sensor_6","0.98, 0.80, 0.74"
9,45,FD002,8.6069,NORMAL,"sensor_1, sensor_5, sensor_6","0.81, 0.68, 0.63"
9,46,FD002,19.0182,NORMAL,"sensor_16, sensor_10, sensor_4","1.45, 1.28, 1.01"
9,47,FD002,15.7332,NORMAL,"sensor_16, sensor_10, sensor_4","1.16, 1.04, 0.82"
9,48,FD002,50.6557,NORMAL,"sensor_13, sensor_19, sensor_18","1.45, 1.45, 1.39"
9,49,FD002,17.0371,NORMAL,"sensor_16, sensor_10, sensor_4","1.16, 1.04, 0.79"
9,50,FD002,19.7009,NORMAL,"sensor_1, sensor_5, sensor_6","0.93, 0.82, 0.73"
9,51,FD002,15.3091,NORMAL,"sensor_5, sensor_6, sensor_21","1.20, 1.16, 1.12"
9,52,FD002,71.5322,NORMAL,"sensor_13, sensor_19, sensor_14","1.90, 1.90, 1.85"
9,53,FD002,75.1595,NORMAL,"sensor_6, sensor_5, sensor_1","1.97, 1.96, 1.96"
9,54,FD002,48.9425,NORMAL,"sensor_6, sensor_1, sensor_5","1.50, 1.50, 1.49"
9,55,FD002,56.6659,NORMAL,"sensor_1, sensor_5, sensor_6","1.21, 1.20, 1.20"
9,56,FD002,57.5885,NORMAL,"sensor_5, sensor_6, sensor_1","1.22, 1.15, 1.12"
9,57,FD002,43.1016,NORMAL,"sensor_5, sensor_6, sensor_1","1.01, 0.95, 0.93"
9,58,FD002,38.9367,NORMAL,sensor_16,0.77
9,59,FD002,24.2229,NORMAL,"sensor_1, sensor_16, sensor_2","0.74, 0.62, 0.61"
9,60,FD002,25.0991,NORMAL,"sensor_5, sensor_6, sensor_1","0.88, 0.85, 0.85"
9,61,FD002,40.1291,NORMAL,"sensor_16, sensor_10, sensor_15","1.16, 0.92, 0.67"
9,62,FD002,61.3776,NORMAL,"sensor_13, sensor_16, sensor_10","0.96, 0.95, 0.76"
9,63,FD002,42.3315,NORMAL,"sensor_20, sensor_5, sensor_6","0.95, 0.94, 0.94"
9,64,FD002,85.595,WARNING,"sensor_11, sensor_12, sensor_7","1.51, 1.49, 1.49"
9,65,FD002,85.1913,WARNING,"sensor_11, sensor_7, sensor_12","1.52, 1.50, 1.50"
9,66,FD002,85.6526,WARNING,"sensor_19, sensor_13, sensor_14","2.85, 2.85, 2.66"
9,67,FD002,66.0466,NORMAL,"sensor_19, sensor_13, sensor_14","1.90, 1.90, 1.84"
9,68,FD002,67.8919,NORMAL,"sensor_1, sensor_6, sensor_7","1.25, 1.25, 1.24"
9,69,FD002,60.2727,NORMAL,"sensor_5, sensor_1, sensor_6","1.14, 1.09, 1.07"
9,70,FD002,44.852,NORMAL,sensor_16,0.77
9,71,FD002,71.4671,NORMAL,"sensor_7, sensor_12, sensor_20","1.05, 1.04, 1.04"
9,72,FD002,83.1786,NORMAL,"sensor_10, sensor_21, sensor_7","0.92, 0.91, 0.91"
9,73,FD002,91.0136,WARNING,"sensor_5, sensor_1, sensor_6","1.40, 1.37, 1.31"
9,74,FD002,81.484,NORMAL,"sensor_4, sensor_10, sensor_12","0.93, 0.92, 0.91"
9,75,FD002,95.3868,WARNING,"sensor_13, sensor_19, sensor_14","1.45, 1.45, 1.40"
9,76,FD002,58.3195,NORMAL,sensor_16,0.95
9,77,FD002,30.1959,NORMAL,sensor_16,0.95
9,78,FD002,39.2623,NORMAL,"sensor_1, sensor_5, sensor_6","1.21, 1.16, 1.13"
9,79,FD002,13.6703,NORMAL,"sensor_1, sensor_2, sensor_5","1.10, 0.91, 0.88"
9,80,FD002,46.9503,NORMAL,"sensor_16, sensor_10, sensor_21","1.16, 1.12, 1.09"
9,81,FD002,81.099,NORMAL,"sensor_19, sensor_13, sensor_14","1.90, 1.90, 1.82"
9,82,FD002,13.3596,NORMAL,"sensor_5, sensor_1, sensor_6","0.98, 0.94, 0.92"
9,83,FD002,11.8455,NORMAL,"sensor_5, sensor_1, sensor_6","0.98, 0.94, 0.92"
9,84,FD002,10.0634,NORMAL,"sensor_5, sensor_1, sensor_6","0.84, 0.79, 0.79"
9,85,FD002,31.4087,NORMAL,"sensor_2, sensor_1, sensor_17","0.87, 0.84, 0.77"
9,86,FD002,67.4045,NORMAL,"sensor_19, sensor_13, sensor_14","1.90, 1.90, 1.82"
9,87,FD002,9.4347,NORMAL,"sensor_5, sensor_6, sensor_1","0.69, 0.64, 0.64"
9,88,FD002,83.1898,NORMAL,"sensor_16, sensor_10, sensor_12","1.90, 1.80, 1.78"
9,89,FD002,35.0565,NORMAL,"sensor_2, sensor_8, sensor_18","0.70, 0.67, 0.67"
9,90,FD002,10.8131,NORMAL,"sensor_5, sensor_1, sensor_6","0.78, 0.76, 0.72"
9,91,FD002,33.799,NORMAL,"sensor_2, sensor_1, sensor_9","0.88, 0.84, 0.80"
9,92,FD002,62.7411,NORMAL,"sensor_16, sensor_10, sensor_7","1.90, 1.78, 1.62"
9,93,FD002,9.6114,NORMAL,"sensor_1, sensor_5, sensor_6","1.00, 0.97, 0.93"
9,94,FD002,62.7337,NORMAL,"sensor_13, sensor_19, sensor_14","1.90, 1.90, 1.84"
9,95,FD002,10.7275,NORMAL,"sensor_1, sensor_5, sensor_6","0.79, 0.60, 0.55"
9,96,FD002,52.0285,NORMAL,"sensor_16, sensor_10, sensor_7","1.45, 1.39, 1.33"
9,97,FD002,27.428,NORMAL,"sensor_5, sensor_1, sensor_6","1.04, 1.03, 1.01"
9,98,FD002,6.9756,NORMAL,"sensor_1, sensor_2, sensor_4","0.73, 0.58, 0.57"
9,99,FD002,3.884,NORMAL,"sensor_5, sensor_6, sensor_20","0.78, 0.75, 0.74"
9,100,FD002,64.6682,NORMAL,"sensor_16, sensor_10, sensor_12","1.45, 1.41, 1.38"
9,101,FD002,27.6177,NORMAL,"sensor_5, sensor_6, sensor_21","0.79, 0.77, 0.75"
9,102,FD002,7.5838,NORMAL,"sensor_5, sensor_6, sensor_21","0.64, 0.62, 0.60"
9,103,FD002,12.9448,NORMAL,none,
9,104,FD002,85.1225,WARNING,"sensor_19, sensor_13, sensor_14","2.85, 2.85, 2.66"
9,105,FD002,79.1365,NORMAL,"sensor_4, sensor_16, sensor_2","1.46, 1.45, 1.44"
9,106,FD002,79.2388,NORMAL,"sensor_2, sensor_16, sensor_20","1.45, 1.45, 1.45"
9,107,FD002,79.9885,NORMAL,"sensor_19, sensor_13, sensor_14","1.90, 1.90, 1.80"
9,108,FD002,86.9436,WARNING,"sensor_19, sensor_13, sensor_14","1.45, 1.45, 1.39"
9,109,FD002,70.0683,NORMAL,"sensor_5, sensor_6, sensor_1","0.94, 0.86, 0.86"
9,110,FD002,92.6282,WARNING,"sensor_16, sensor_7, sensor_12","1.45, 1.44, 1.44"
9,111,FD002,69.9083,NORMAL,"sensor_5, sensor_6, sensor_1","0.94, 0.86, 0.86"
9,112,FD002,90.011,WARNING,"sensor_13, sensor_19, sensor_14","1.16, 1.16, 1.15"
9,113,FD002,89.6873,WARNING,"sensor_16, sensor_10, sensor_15","1.16, 0.96, 0.85"
9,114,FD002,91.9995,WARNING,"sensor_13, sensor_19, sensor_14","1.16, 1.16, 1.14"
9,115,FD002,84.4603,NORMAL,"sensor_14, sensor_13, sensor_19","0.95, 0.95, 0.95"
9,116,FD002,61.2716,NORMAL,"sensor_5, sensor_19, sensor_13","1.00, 0.95, 0.95"
9,117,FD002,40.8267,NORMAL,"sensor_5, sensor_1, sensor_19","0.86, 0.79, 0.77"
9,118,FD002,69.6572,NORMAL,"sensor_13, sensor_19, sensor_14","1.16, 1.16, 1.15"
9,119,FD002,40.5737,NORMAL,"sensor_5, sensor_1, sensor_19","0.86, 0.79, 0.77"
9,120,FD002,92.6598,WARNING,"sensor_2, sensor_1, sensor_17","1.90, 1.73, 1.60"
9,121,FD002,85.5131,WARNING,"sensor_13, sensor_19, sensor_18","0.95, 0.95, 0.93"
9,122,FD002,70.7695,NORMAL,"sensor_19, sensor_13, sensor_1","0.77, 0.77, 0.71"
9,123,FD002,97.4814,CRITICAL,"sensor_16, sensor_10, sensor_12","2.85, 2.45, 2.17"
9,124,FD002,54.5918,NORMAL,"sensor_5, sensor_6, sensor_1","0.96, 0.87, 0.83"
9,125,FD002,71.0262,NORMAL,"sensor_2, sensor_1, sensor_17","1.44, 1.40, 1.26"
9,126,FD002,85.4108,WARNING,"sensor_12, sensor_7, sensor_6","2.10, 2.10, 2.07"
9,127,FD002,49.7572,NORMAL,"sensor_19, sensor_13, sensor_14","1.45, 1.45, 1.40"
9,128,FD002,2.4573,NORMAL,"sensor_1, sensor_5, sensor_6","0.82, 0.66, 0.59"
9,129,FD002,52.3782,NORMAL,"sensor_12, sensor_6, sensor_7","1.60, 1.60, 1.59"
9,130,FD002,65.0086,NORMAL,"sensor_13, sensor_19, sensor_14","1.45, 1.45, 1.43"
9,131,FD002,10.1025,NORMAL,"sensor_5, sensor_6, sensor_1","1.07, 1.01, 0.97"
9,132,FD002,9.2338,NORMAL,"sensor_1, sensor_5, sensor_6","0.81, 0.68, 0.63"
9,133,FD002,9.0906,NORMAL,"sensor_1, sensor_5, sensor_6","0.67, 0.56, 0.51"
9,134,FD002,30.3521,NORMAL,"sensor_16, sensor_2, sensor_8","1.45, 0.69, 0.65"
9,135,FD002,26.1352,NORMAL,"sensor_2, sensor_8, sensor_18","0.68, 0.65, 0.65"
9,136,FD002,29.582,NORMAL,"sensor_16, sensor_2, sensor_1","1.45, 0.87, 0.80"
9,137,FD002,56.8779,NORMAL,"sensor_19, sensor_13, sensor_14","1.90, 1.90, 1.84"
9,138,FD002,9.55,NORMAL,"sensor_1, sensor_5, sensor_6","0.86, 0.72, 0.65"
9,139,FD002,80.3084,NORMAL,"sensor_10, sensor_20, sensor_12","2.37, 1.63, 1.62"
9,140,FD002,36.0609,NORMAL,"sensor_5, sensor_6, sensor_20","1.25, 1.20, 1.17"
9,141,FD002,81.5826,NORMAL,"sensor_19, sensor_13, sensor_15","1.90, 1.90, 1.85"
9,142,FD002,79.9029,NORMAL,"sensor_6, sensor_7, sensor_12","2.08, 2.07, 2.07"
9,143,FD002,27.1062,NORMAL,"sensor_16, sensor_2, sensor_8","0.77, 0.59, 0.56"
9,144,FD002,25.1846,NORMAL,"sensor_10, sensor_16, sensor_15","1.23, 1.16, 0.87"
9,145,FD002,14.6134,NORMAL,"sensor_5, sensor_6, sensor_1","1.27, 1.18, 1.18"
9,146,FD002,2.794,NORMAL,"sensor_1, sensor_5, sensor_16","0.82, 0.67, 0.62"
9,147,FD002,43.4513,NORMAL,"sensor_13, sensor_19, sensor_14","1.90, 1.90, 1.82"
9,148,FD002,14.924,NORMAL,"sensor_16, sensor_10, sensor_4","1.16, 1.04, 0.86"
9,149,FD002,13.5084,NORMAL,"sensor_16, sensor_10, sensor_15","1.16, 1.04, 0.79"
9,150,FD002,51.6193,NORMAL,"sensor_5, sensor_6, sensor_12","1.47, 1.47, 1.44"
9,151,FD002,19.4107,NORMAL,"sensor_16, sensor_10","0.95, 0.59"
9,152,FD002,6.3059,NORMAL,"sensor_1, sensor_5, sensor_6","1.15, 1.00, 0.95"
9,153,FD002,22.0112,NORMAL,"sensor_16, sensor_2, sensor_1","0.77, 0.59, 0.56"
9,154,FD002,7.0779,NORMAL,"sensor_5, sensor_6, sensor_20","1.19, 1.15, 1.11"
9,155,FD002,59.0506,NORMAL,"sensor_13, sensor_19, sensor_18","1.90, 1.90, 1.79"
9,156,FD002,27.6735,NORMAL,"sensor_16, sensor_2, sensor_18","1.16, 0.59, 0.57"
9,157,FD002,28.5571,NORMAL,"sensor_10, sensor_16, sensor_14","1.02, 0.95, 0.73"
9,158,FD002,73.5951,NORMAL,"sensor_13, sensor_19, sensor_18","1.90, 1.90, 1.81"
9,159,FD002,24.1876,NORMAL,"sensor_10, sensor_16, sensor_15","1.24, 1.16, 0.86"
9,160,FD002,24.7754,NORMAL,"sensor_1, sensor_5, sensor_6","1.13, 1.00, 0.89"
9,161,FD002,46.1244,NORMAL,"sensor_2, sensor_1, sensor_3","0.96, 0.95, 0.85"
9,162,FD002,43.8736,NORMAL,"sensor_16, sensor_2, sensor_1","1.16, 0.80, 0.78"
9,163,FD002,34.8351,NORMAL,"sensor_5, sensor_6, sensor_1","1.47, 1.35, 1.29"
9,164,FD002,24.4871,NORMAL,"sensor_1, sensor_5, sensor_6","1.13, 1.00, 0.89"
9,165,FD002,77.1666,NORMAL,"sensor_19, sensor_13, sensor_15","1.90, 1.90, 1.83"
9,166,FD002,24.554,NORMAL,"sensor_5, sensor_6, sensor_20","1.31, 1.22, 1.12"
9,167,FD002,30.6051,NORMAL,"sensor_5, sensor_6, sensor_21","1.09, 1.02, 0.95"
9,168,FD002,82.628,NORMAL,"sensor_13, sensor_19, sensor_14","1.90, 1.90, 1.88"
9,169,FD002,69.4433,NORMAL,sensor_1,0.53
9,170,FD002,94.414,WARNING,"sensor_10, sensor_12, sensor_7","2.52, 2.37, 2.37"
9,171,FD002,29.982,NORMAL,"sensor_10, sensor_16, sensor_4","1.62, 1.45, 1.16"
9,172,FD002,28.1553,NORMAL,"sensor_16, sensor_10, sensor_4","1.45, 1.31, 1.15"
9,173,FD002,23.012,NORMAL,"sensor_16, sensor_2, sensor_1","1.16, 0.89, 0.83"
9,174,FD002,15.5007,NORMAL,"sensor_10, sensor_16, sensor_4","1.04, 0.95, 0.82"
9,175,FD002,38.3545,NORMAL,"sensor_6, sensor_12, sensor_5","1.43, 1.42, 1.42"
9,176,FD002,15.1212,NORMAL,"sensor_16, sensor_1, sensor_5","1.16, 1.12, 1.00"
9,177,FD002,43.1388,NORMAL,"sensor_5, sensor_6, sensor_21","1.43, 1.37, 1.33"
9,178,FD002,50.5478,NORMAL,"sensor_16, sensor_14, sensor_11","1.16, 1.08, 1.06"
9,179,FD002,93.1267,WARNING,"sensor_19, sensor_13, sensor_14","2.85, 2.85, 2.61"
9,180,FD002,15.0914,NORMAL,"sensor_10, sensor_16, sensor_4","0.86, 0.77, 0.68"
9,181,FD002,9.9537,NORMAL,"sensor_5, sensor_6, sensor_20","1.20, 1.16, 1.12"
9,182,FD002,21.1723,NORMAL,"sensor_16, sensor_2, sensor_1","0.95, 0.72, 0.70"
9,183,FD002,44.7702,NORMAL,"sensor_7, sensor_6, sensor_12","1.52, 1.52, 1.52"
9,184,FD002,46.6861,NORMAL,"sensor_7, sensor_12, sensor_6","1.29, 1.29, 1.28"
9,185,FD002,17.0297,NORMAL,"sensor_10, sensor_16, sensor_15","0.99, 0.95, 0.71"
9,186,FD002,10.2904,NORMAL,"sensor_5, sensor_6, sensor_1","1.07, 1.03, 1.02"
9,187,FD002,6.4008,NORMAL,"sensor_16, sensor_1, sensor_5","0.95, 0.90, 0.76"
9,188,FD002,41.0201,NORMAL,"sensor_12, sensor_7, sensor_6","1.21, 1.21, 1.21"
9,189,FD002,69.4619,NORMAL,"sensor_4, sensor_7, sensor_12","1.01, 0.99, 0.99"
9,190,FD002,58.9985,NORMAL,"sensor_14, sensor_10, sensor_15","1.32, 0.71, 0.67"
9,191,FD002,93.722,WARNING,"sensor_13, sensor_16, sensor_8","1.76, 1.45, 1.39"
9,192,FD002,74.3764,NORMAL,"sensor_16, sensor_13, sensor_11","1.16, 1.11, 1.08"
9,193,FD002,56.2473,NORMAL,"sensor_14, sensor_16, sensor_15","1.10, 0.77, 0.66"
9,194,FD002,84.624,NORMAL,"sensor_19, sensor_13, sensor_14","2.85, 2.85, 2.61"
9,195,FD002,6.1478,NORMAL,"sensor_5, sensor_6, sensor_20","0.93, 0.90, 0.87"
9,196,FD002,19.3251,NORMAL,"sensor_10, sensor_16, sensor_15","1.18, 0.95, 0.78"
9,197,FD002,8.6776,NORMAL,"sensor_5, sensor_1, sensor_6","1.05, 1.02, 1.02"
9,198,FD002,20.8765,NORMAL,"sensor_16, sensor_2, sensor_17","0.95, 0.72, 0.72"
9,199,FD002,47.6571,NORMAL,"sensor_10, sensor_4, sensor_7","1.76, 1.29, 1.24"
10,1,FD002,98.1203,NORMAL,insufficient_history,
10,2,FD002,98.1203,NORMAL,insufficient_history,
10,3,FD002,94.4698,NORMAL,insufficient_history,
10,4,FD002,76.1119,NORMAL,insufficient_history,
10,5,FD002,65.2765,NORMAL,insufficient_history,
10,6,FD002,69.8004,NORMAL,insufficient_history,
10,7,FD002,61.4167,NORMAL,insufficient_history,
10,8,FD002,80.0182,NORMAL,insufficient_history,
10,9,FD002,28.4715,NORMAL,insufficient_history,
10,10,FD002,32.6104,NORMAL,"sensor_1, sensor_2, sensor_17","0.80, 0.80, 0.69"
10,11,FD002,15.0375,NORMAL,"sensor_1, sensor_5, sensor_2","1.18, 0.93, 0.90"
10,12,FD002,85.7921,WARNING,"sensor_19, sensor_13, sensor_18","1.90, 1.90, 1.83"
10,13,FD002,39.6789,NORMAL,"sensor_16, sensor_10, sensor_21","1.16, 1.10, 0.94"
10,14,FD002,28.7654,NORMAL,"sensor_5, sensor_6, sensor_1","1.45, 1.34, 1.29"
10,15,FD002,13.4415,NORMAL,"sensor_1, sensor_5, sensor_6","0.88, 0.70, 0.62"
10,16,FD002,83.7292,NORMAL,"sensor_12, sensor_7, sensor_6","2.13, 2.13, 2.11"
10,17,FD002,50.0028,NORMAL,"sensor_7, sensor_6, sensor_12","1.60, 1.60, 1.59"
10,18,FD002,33.5125,NORMAL,"sensor_12, sensor_7, sensor_6","1.27, 1.26, 1.26"
10,19,FD002,82.2579,NORMAL,"sensor_19, sensor_13, sensor_14","1.90, 1.90, 1.82"
10,20,FD002,39.1376,NORMAL,"sensor_5, sensor_6, sensor_20","1.08, 1.01, 0.96"
10,21,FD002,35.3559,NORMAL,"sensor_1, sensor_16, sensor_5","0.82, 0.77, 0.72"
10,22,FD002,17.9579,NORMAL,"sensor_16, sensor_1, sensor_5","0.77, 0.76, 0.68"
10,23,FD002,33.5348,NORMAL,"sensor_16, sensor_2, sensor_18","0.62, 0.54, 0.53"
10,24,FD002,74.9865,NORMAL,"sensor_13, sensor_19, sensor_14","1.90, 1.90, 1.77"
10,25,FD002,45.1571,NORMAL,"sensor_16, sensor_10, sensor_14","1.16, 0.92, 0.73"
10,26,FD002,24.0034,NORMAL,"sensor_16, sensor_18, sensor_8","0.62, 0.58, 0.58"
10,27,FD002,2.6916,NORMAL,"sensor_1, sensor_5, sensor_6","0.86, 0.74, 0.67"
10,28,FD002,85.6359,WARNING,"sensor_7, sensor_12, sensor_6","2.16, 2.16, 2.16"
10,29,FD002,12.3365,NORMAL,"sensor_16, sensor_10, sensor_4","1.45, 1.27, 0.91"
10,30,FD002,67.758,NORMAL,"sensor_19, sensor_13, sensor_14","1.90, 1.90, 1.82"
10,31,FD002,67.4622,NORMAL,"sensor_13, sensor_19, sensor_8","1.45, 1.45, 1.40"
10,32,FD002,40.9085,NORMAL,"sensor_5, sensor_1, sensor_6","1.50, 1.34, 1.34"
10,33,FD002,23.291,NORMAL,"sensor_1, sensor_5, sensor_6","0.94, 0.83, 0.72"
10,34,FD002,50.7952,NORMAL,"sensor_13, sensor_19, sensor_14","1.45, 1.45, 1.43"
10,35,FD002,83.746,NORMAL,"sensor_6, sensor_12, sensor_7","1.65, 1.65, 1.65"
10,36,FD002,59.1771,NORMAL,"sensor_18, sensor_8, sensor_2","0.73, 0.73, 0.70"
10,37,FD002,40.3914,NORMAL,"sensor_5, sensor_1, sensor_6","1.14, 1.04, 1.03"
10,38,FD002,65.8848,NORMAL,"sensor_19, sensor_13, sensor_14","1.16, 1.16, 1.12"
10,39,FD002,45.823,NORMAL,"sensor_19, sensor_13, sensor_1","0.77, 0.77, 0.66"
10,40,FD002,30.1326,NORMAL,"sensor_5, sensor_6, sensor_1","0.88, 0.79, 0.75"
10,41,FD002,12.9913,NORMAL,sensor_1,0.51
10,42,FD002,32.815,NORMAL,"sensor_2, sensor_1, sensor_17","1.06, 0.98, 0.96"
10,43,FD002,25.9826,NORMAL,"sensor_2, sensor_1, sensor_9","0.85, 0.80, 0.80"
10,44,FD002,9.431,NORMAL,"sensor_5, sensor_6, sensor_1","0.96, 0.93, 0.89"
10,45,FD002,91.9214,WARNING,"sensor_14, sensor_13, sensor_19","1.93, 1.90, 1.90"
10,46,FD002,94.3433,WARNING,"sensor_13, sensor_19, sensor_14","1.45, 1.45, 1.45"
10,47,FD002,90.9708,WARNING,"sensor_7, sensor_12, sensor_2","1.42, 1.41, 1.41"
10,48,FD002,61.173,NORMAL,"sensor_1, sensor_5","0.71, 0.54"
10,49,FD002,58.6916,NORMAL,"sensor_5, sensor_6, sensor_20","1.12, 1.06, 0.98"
10,50,FD002,89.3636,WARNING,"sensor_15, sensor_19, sensor_13","1.46, 1.45, 1.45"
10,51,FD002,96.2406,WARNING,"sensor_16, sensor_10, sensor_12","2.85, 2.41, 2.25"
10,52,FD002,68.1542,NORMAL,"sensor_19, sensor_13, sensor_14","1.16, 1.16, 1.12"
10,53,FD002,49.7014,NORMAL,"sensor_5, sensor_1, sensor_6","0.93, 0.82, 0.82"
10,54,FD002,67.066,NORMAL,"sensor_2, sensor_3, sensor_9","1.08, 1.02, 1.00"
10,55,FD002,24.7531,NORMAL,"sensor_1, sensor_19, sensor_13","0.74, 0.62, 0.62"
10,56,FD002,9.3826,NORMAL,"sensor_5, sensor_6, sensor_1","0.92, 0.86, 0.82"
10,57,FD002,13.6312,NORMAL,sensor_1,0.51
10,58,FD002,69.0861,NORMAL,"sensor_13, sensor_19, sensor_14","1.45, 1.45, 1.42"
10,59,FD002,72.4716,NORMAL,"sensor_14, sensor_19, sensor_13","1.17, 1.16, 1.16"
10,60,FD002,33.9738,NORMAL,"sensor_13, sensor_19, sensor_1","0.62, 0.62, 0.59"
10,61,FD002,95.6342,WARNING,"sensor_7, sensor_12, sensor_20","1.82, 1.81, 1.80"
