dataset,engine_id,actual_RUL,predicted_RUL,error,cycle,health_score,anomaly_score,anomaly_status,risk_level,priority_score,maintenance_priority,maintenance_recommendation,top_abnormal_sensors
FD001,100,20.0,20.145195,0.1451950073242187,200,27.93,46.0569,NORMAL,HIGH,68.35,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 20.1 cycles.,"sensor_2, sensor_12, sensor_9"
FD002,225,11.0,5.529053,-5.470946788787842,156,24.96,27.5414,NORMAL,CRITICAL,68.25,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 5.5 cycles.,"sensor_10, sensor_16, sensor_15"
FD003,76,27.0,43.595634,16.59563446044922,153,33.0,74.7654,NORMAL,HIGH,68.11,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 43.6 cycles.,"sensor_13, sensor_17, sensor_3"
FD002,50,13.0,3.7702641,-9.229735851287842,222,24.73,24.8889,NORMAL,CRITICAL,68.07,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 3.8 cycles.,"sensor_5, sensor_1, sensor_6"
FD003,78,20.0,22.406004,2.406003952026367,221,28.9,47.2451,NORMAL,HIGH,67.7,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 22.4 cycles.,"sensor_14, sensor_4, sensor_15"
FD002,103,8.0,9.289622,1.2896223068237305,280,26.23,30.633,NORMAL,CRITICAL,67.61,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 9.3 cycles.,sensor_16
FD002,15,37.0,46.211136,9.211135864257812,209,34.07,76.2886,NORMAL,HIGH,67.41,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 46.2 cycles.,"sensor_15, sensor_4, sensor_7"
FD002,132,39.0,58.969055,19.96905517578125,183,36.87,91.7707,WARNING,HIGH,67.22,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 59.0 cycles.,"sensor_7, sensor_12, sensor_6"
FD004,240,98.0,41.93369,-56.06631088256836,149,33.35,70.3734,NORMAL,HIGH,67.18,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 41.9 cycles.,"sensor_5, sensor_6, sensor_20"
FD003,7,71.0,61.910614,-9.089385986328123,424,37.56,95.178,WARNING,HIGH,67.12,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 61.9 cycles.,"sensor_7, sensor_12, sensor_9"
FD001,66,14.0,13.3388815,-0.6611185073852539,202,27.48,34.3415,NORMAL,CRITICAL,67.07,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 13.3 cycles.,"sensor_9, sensor_3, sensor_2"
FD004,209,11.0,17.236351,6.236351013183594,161,28.42,38.781,NORMAL,CRITICAL,66.89,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 17.2 cycles.,"sensor_5, sensor_6, sensor_21"
FD001,41,18.0,46.569916,28.569915771484375,216,34.93,74.1069,NORMAL,HIGH,66.36,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 46.6 cycles.,"sensor_20, sensor_11, sensor_15"
FD003,72,45.0,66.53409,21.534088134765625,232,39.37,98.1351,CRITICAL,CRITICAL,65.99,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 66.5 cycles.,"sensor_12, sensor_7, sensor_10"
FD001,64,28.0,41.50822,13.508220672607422,283,34.3,66.3807,NORMAL,HIGH,65.8,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 41.5 cycles.,"sensor_7, sensor_14, sensor_9"
FD004,25,39.0,52.949528,13.949527740478516,150,36.69,80.6707,NORMAL,MEDIUM,65.79,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 52.9 cycles.,"sensor_19, sensor_13, sensor_14"
FD004,194,15.0,4.854026,-10.145974159240724,145,26.73,20.3399,NORMAL,CRITICAL,65.71,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 4.9 cycles.,"sensor_10, sensor_16, sensor_4"
FD002,242,17.0,14.243255,-2.7567453384399414,273,28.88,31.4292,NORMAL,CRITICAL,65.45,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 14.2 cycles.,"sensor_5, sensor_6, sensor_20"
FD003,26,11.0,15.847007,4.847006797790527,243,29.42,32.7387,NORMAL,CRITICAL,65.17,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 15.8 cycles.,"sensor_2, sensor_21, sensor_17"
FD003,20,56.0,68.10618,12.106178283691406,338,40.33,97.9895,CRITICAL,CRITICAL,65.14,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 68.1 cycles.,"sensor_11, sensor_12, sensor_8"
FD002,254,48.0,57.17887,9.178871154785156,260,38.24,83.7013,NORMAL,MEDIUM,64.89,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 57.2 cycles.,"sensor_19, sensor_13, sensor_14"
FD004,126,15.0,19.365211,4.365211486816406,302,30.4,36.3255,NORMAL,CRITICAL,64.85,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 19.4 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,118,8.0,20.47641,12.476409912109377,543,30.85,36.9965,NORMAL,HIGH,64.56,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 20.5 cycles.,"sensor_5, sensor_6, sensor_20"
FD001,91,38.0,27.629435,-10.370565414428713,135,32.35,45.8824,NORMAL,HIGH,64.54,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 27.6 cycles.,"sensor_12, sensor_3, sensor_14"
FD002,211,6.0,-1.7379901,-7.737990140914917,214,26.65,11.1739,NORMAL,CRITICAL,64.47,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is -1.7 cycles.,"sensor_5, sensor_1, sensor_6"
FD002,65,11.0,15.933211,4.933211326599121,206,30.13,30.5549,NORMAL,CRITICAL,64.26,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 15.9 cycles.,"sensor_5, sensor_6, sensor_1"
FD001,80,90.0,69.07037,-20.92962646484375,185,41.51,95.943,WARNING,HIGH,63.84,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 69.1 cycles.,"sensor_9, sensor_8, sensor_14"
FD002,192,13.0,28.974985,15.974985122680664,133,33.19,45.7077,NORMAL,HIGH,63.8,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 29.0 cycles.,"sensor_10, sensor_16, sensor_4"
FD002,158,15.0,8.748698,-6.2513017654418945,308,29.03,20.2385,NORMAL,CRITICAL,63.72,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 8.7 cycles.,"sensor_10, sensor_16, sensor_4"
FD003,86,25.0,22.120771,-2.8792285919189453,341,32.22,35.6028,NORMAL,HIGH,63.18,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 22.1 cycles.,"sensor_14, sensor_8, sensor_2"
FD001,63,72.0,71.92167,-0.0783309936523437,174,42.9,96.8542,WARNING,HIGH,62.78,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 71.9 cycles.,"sensor_21, sensor_20, sensor_14"
FD002,190,12.0,20.136745,8.13674545288086,257,32.15,31.9779,NORMAL,HIGH,62.72,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 20.1 cycles.,sensor_10
FD003,77,86.0,70.76626,-15.233741760253906,255,42.74,95.1416,WARNING,HIGH,62.67,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 70.8 cycles.,"sensor_14, sensor_17, sensor_9"
FD002,160,42.0,56.519547,14.519546508789062,212,39.78,77.2968,NORMAL,MEDIUM,62.66,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 56.5 cycles.,"sensor_5, sensor_1, sensor_6"
FD003,11,77.0,74.73388,-2.2661209106445312,197,43.64,99.8503,CRITICAL,CRITICAL,62.57,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 74.7 cycles.,"sensor_9, sensor_10, sensor_13"
FD003,2,51.0,72.423454,21.42345428466797,253,43.19,96.8447,WARNING,HIGH,62.53,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 72.4 cycles.,"sensor_8, sensor_17, sensor_3"
FD004,179,12.0,16.450947,4.450946807861328,435,31.6,26.6551,NORMAL,CRITICAL,62.44,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 16.5 cycles.,"sensor_10, sensor_16, sensor_14"
FD001,93,85.0,51.51219,-33.48780822753906,155,39.01,70.1323,NORMAL,MEDIUM,62.3,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 51.5 cycles.,"sensor_7, sensor_11, sensor_15"
FD004,222,39.0,40.1583,1.1582984924316406,202,36.88,55.1421,NORMAL,HIGH,61.98,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 40.2 cycles.,"sensor_10, sensor_5, sensor_6"
FD001,32,48.0,45.42285,-2.5771484375,191,38.0,61.6548,NORMAL,HIGH,61.95,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 45.4 cycles.,"sensor_11, sensor_20, sensor_4"
FD002,5,15.0,11.142198,-3.857802391052246,154,31.18,17.7477,NORMAL,CRITICAL,61.53,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 11.1 cycles.,"sensor_5, sensor_6, sensor_1"
FD004,91,50.0,42.171787,-7.828212738037109,354,37.65,56.494,NORMAL,HIGH,61.51,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 42.2 cycles.,"sensor_1, sensor_5, sensor_16"
FD002,179,35.0,37.871166,2.871166229248047,181,36.76,51.1114,NORMAL,HIGH,61.51,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 37.9 cycles.,"sensor_14, sensor_10, sensor_15"
FD004,88,56.0,76.8748,20.874801635742188,388,44.88,99.8678,CRITICAL,CRITICAL,61.51,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 76.9 cycles.,"sensor_16, sensor_2, sensor_12"
FD001,43,59.0,64.84664,5.846641540527344,207,42.6,84.0871,NORMAL,MEDIUM,61.21,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 64.8 cycles.,"sensor_7, sensor_8, sensor_9"
FD002,216,81.0,76.867485,-4.132514953613281,229,45.19,98.8448,CRITICAL,CRITICAL,61.1,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 76.9 cycles.,"sensor_10, sensor_12, sensor_7"
FD004,38,11.0,18.281507,7.28150749206543,177,33.05,25.3849,NORMAL,CRITICAL,61.01,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 18.3 cycles.,"sensor_16, sensor_2, sensor_1"
FD001,20,16.0,13.80104,-2.198960304260254,234,32.17,19.6113,NORMAL,CRITICAL,60.94,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 13.8 cycles.,"sensor_8, sensor_15, sensor_17"
FD002,120,15.0,27.336994,12.336994171142578,129,35.07,36.2451,NORMAL,HIGH,60.83,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 27.3 cycles.,"sensor_5, sensor_1, sensor_6"
FD002,124,7.0,6.429215,-0.5707850456237793,267,30.75,10.0002,NORMAL,CRITICAL,60.79,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 6.4 cycles.,"sensor_5, sensor_6, sensor_20"
FD004,106,107.0,61.248226,-45.75177383422851,266,42.25,78.2723,NORMAL,MEDIUM,60.68,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 61.2 cycles.,"sensor_5, sensor_1, sensor_6"
FD002,63,39.0,67.34783,28.34783172607422,168,43.57,85.7047,WARNING,HIGH,60.61,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 67.3 cycles.,"sensor_19, sensor_13, sensor_14"
FD004,198,11.0,18.605946,7.605945587158203,164,33.43,24.7351,NORMAL,CRITICAL,60.59,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 18.6 cycles.,"sensor_10, sensor_16, sensor_4"
FD002,186,10.0,14.442655,4.442654609680176,194,32.62,19.353,NORMAL,CRITICAL,60.52,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 14.4 cycles.,"sensor_5, sensor_6, sensor_20"
FD004,173,8.0,4.233579,-3.766420841217041,457,30.67,5.9854,NORMAL,CRITICAL,60.28,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 4.2 cycles.,"sensor_5, sensor_6, sensor_21"
FD001,37,21.0,51.84213,30.84212875366211,170,40.77,64.8878,NORMAL,MEDIUM,60.03,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 51.8 cycles.,"sensor_11, sensor_15, sensor_12"
FD003,1,44.0,47.714397,3.714397430419922,259,39.97,59.555,NORMAL,HIGH,59.96,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 47.7 cycles.,"sensor_11, sensor_4, sensor_12"
FD004,44,60.0,47.969513,-12.030487060546877,203,40.03,59.8426,NORMAL,HIGH,59.95,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 48.0 cycles.,"sensor_15, sensor_14, sensor_10"
FD004,107,41.0,75.054756,34.05475616455078,183,45.73,93.5183,WARNING,HIGH,59.88,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 75.1 cycles.,"sensor_7, sensor_12, sensor_21"
FD002,109,35.0,34.507206,-0.4927940368652344,220,37.49,42.1157,NORMAL,HIGH,59.59,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 34.5 cycles.,"sensor_5, sensor_6, sensor_20"
FD001,17,50.0,51.34355,1.3435516357421875,276,41.14,62.7115,NORMAL,MEDIUM,59.41,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 51.3 cycles.,"sensor_14, sensor_2, sensor_4"
FD004,61,51.0,38.5262,-12.473800659179688,244,38.49,46.6146,NORMAL,HIGH,59.38,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 38.5 cycles.,"sensor_16, sensor_14"
FD003,89,41.0,81.15956,40.15956115722656,207,47.5,99.4822,CRITICAL,CRITICAL,59.21,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 81.2 cycles.,"sensor_10, sensor_9, sensor_7"
FD003,30,89.0,81.15031,-7.849693298339844,218,47.6,99.11,CRITICAL,CRITICAL,59.07,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 81.2 cycles.,"sensor_8, sensor_13, sensor_4"
FD002,45,15.0,8.102429,-6.897570610046387,151,32.55,7.2416,NORMAL,CRITICAL,58.85,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 8.1 cycles.,"sensor_16, sensor_1, sensor_2"
FD002,97,31.0,17.10682,-13.893180847167969,145,34.52,18.209,NORMAL,CRITICAL,58.73,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 17.1 cycles.,"sensor_10, sensor_16, sensor_4"
FD004,185,46.0,53.454277,7.454277038574219,259,42.22,63.2108,NORMAL,MEDIUM,58.56,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 53.5 cycles.,"sensor_1, sensor_5, sensor_6"
FD002,177,6.0,6.8656306,0.8656306266784668,181,32.58,4.7546,NORMAL,CRITICAL,58.47,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 6.9 cycles.,"sensor_5, sensor_6, sensor_20"
FD002,181,68.0,46.49608,-21.503921508789062,255,40.99,53.7622,NORMAL,HIGH,58.26,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 46.5 cycles.,"sensor_6, sensor_7, sensor_5"
FD003,57,88.0,82.23827,-5.761726379394531,215,48.45,98.4142,CRITICAL,CRITICAL,58.25,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 82.2 cycles.,"sensor_12, sensor_20, sensor_7"
FD003,87,68.0,78.9201,10.92009735107422,172,47.83,94.0291,WARNING,HIGH,58.15,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 78.9 cycles.,"sensor_7, sensor_14, sensor_3"
FD004,40,10.0,22.631577,12.631576538085938,206,36.22,23.2608,NORMAL,HIGH,57.99,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 22.6 cycles.,"sensor_5, sensor_6, sensor_1"
FD004,213,14.0,20.243006,6.243005752563477,197,35.76,20.1685,NORMAL,HIGH,57.95,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 20.2 cycles.,"sensor_16, sensor_2, sensor_1"
FD002,22,10.0,11.441151,1.4411506652832031,192,34.0,8.9194,NORMAL,CRITICAL,57.85,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 11.4 cycles.,"sensor_5, sensor_6, sensor_1"
FD001,57,103.0,75.95482,-27.045181274414062,137,47.44,89.5594,WARNING,HIGH,57.85,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 76.0 cycles.,"sensor_2, sensor_15, sensor_17"
FD004,67,46.0,51.827442,5.827442169189453,167,42.43,59.3446,NORMAL,MEDIUM,57.82,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 51.8 cycles.,"sensor_1, sensor_5, sensor_6"
FD002,143,81.0,70.563484,-10.436515808105469,166,46.37,82.6522,NORMAL,MEDIUM,57.78,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 70.6 cycles.,"sensor_4, sensor_16, sensor_20"
FD001,35,11.0,6.7657413,-4.234258651733398,181,33.09,2.8695,NORMAL,CRITICAL,57.76,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 6.8 cycles.,"sensor_4, sensor_8, sensor_7"
FD002,14,11.0,11.365965,0.3659648895263672,193,34.05,8.6088,NORMAL,CRITICAL,57.76,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 11.4 cycles.,"sensor_1, sensor_5, sensor_16"
FD002,248,56.0,78.069405,22.06940460205078,234,48.07,91.5735,WARNING,HIGH,57.59,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 78.1 cycles.,"sensor_7, sensor_12, sensor_20"
FD001,30,115.0,79.65515,-35.3448486328125,194,48.6,92.899,WARNING,HIGH,57.33,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 79.7 cycles.,"sensor_4, sensor_20, sensor_8"
FD004,216,17.0,8.857081,-8.142918586730957,244,34.04,3.7715,NORMAL,CRITICAL,57.08,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 8.9 cycles.,"sensor_5, sensor_6, sensor_1"
FD001,94,55.0,55.488373,0.488372802734375,258,43.76,62.0377,NORMAL,MEDIUM,57.07,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 55.5 cycles.,"sensor_7, sensor_9, sensor_14"
FD001,76,10.0,8.995945,-1.0040550231933594,210,34.19,3.5141,NORMAL,CRITICAL,56.91,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 9.0 cycles.,"sensor_12, sensor_4, sensor_3"
FD002,52,53.0,29.500296,-23.49970436096191,174,38.47,29.1281,NORMAL,HIGH,56.9,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 29.5 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,58,8.0,11.340638,3.3406381607055664,281,34.71,6.3642,NORMAL,CRITICAL,56.88,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 11.3 cycles.,"sensor_5, sensor_6, sensor_21"
FD002,96,49.0,37.37982,-11.62017822265625,208,40.13,38.9144,NORMAL,HIGH,56.88,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 37.4 cycles.,"sensor_20, sensor_21, sensor_5"
FD003,62,58.0,85.79183,27.791831970214844,246,50.25,99.3244,CRITICAL,CRITICAL,56.83,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 85.8 cycles.,"sensor_3, sensor_2, sensor_12"
FD002,227,14.0,11.032636,-2.9673643112182617,184,34.68,5.8688,NORMAL,CRITICAL,56.83,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 11.0 cycles.,"sensor_5, sensor_6, sensor_1"
FD004,135,7.0,11.726547,4.7265472412109375,149,34.84,6.6613,NORMAL,CRITICAL,56.8,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 11.7 cycles.,"sensor_5, sensor_6, sensor_20"
FD004,68,46.0,39.365562,-6.634437561035156,163,40.67,40.9901,NORMAL,HIGH,56.71,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 39.4 cycles.,"sensor_5, sensor_6, sensor_21"
FD004,184,10.0,14.2773485,4.277348518371582,379,35.45,9.6002,NORMAL,CRITICAL,56.7,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 14.3 cycles.,"sensor_5, sensor_6, sensor_1"
FD002,176,23.0,35.490753,12.490753173828123,164,39.88,36.0926,NORMAL,HIGH,56.69,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 35.5 cycles.,"sensor_2, sensor_1, sensor_16"
FD002,1,18.0,11.520386,-6.4796142578125,149,34.9,6.0753,NORMAL,CRITICAL,56.67,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 11.5 cycles.,"sensor_5, sensor_6, sensor_21"
FD001,21,57.0,66.45535,9.455352783203123,195,46.38,74.6062,NORMAL,MEDIUM,56.61,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 66.5 cycles.,"sensor_17, sensor_4, sensor_3"
FD003,33,71.0,86.59435,15.594352722167969,231,50.65,99.5307,CRITICAL,CRITICAL,56.52,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 86.6 cycles.,"sensor_4, sensor_7, sensor_13"
FD001,98,59.0,70.68894,11.688941955566406,156,47.38,79.5017,NORMAL,MEDIUM,56.46,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 70.7 cycles.,"sensor_14, sensor_20, sensor_15"
FD004,217,66.0,65.14354,-0.8564605712890625,200,46.48,71.7448,NORMAL,MEDIUM,56.13,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 65.1 cycles.,"sensor_13, sensor_19, sensor_14"
FD004,89,86.0,64.990486,-21.00951385498047,168,46.46,71.4885,NORMAL,MEDIUM,56.1,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 65.0 cycles.,"sensor_13, sensor_20, sensor_5"
FD002,133,38.0,45.650723,7.650722503662109,159,42.72,46.3718,NORMAL,HIGH,55.72,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 45.7 cycles.,"sensor_5, sensor_20, sensor_6"
FD003,34,65.0,86.812355,21.812355041503903,459,51.31,97.767,CRITICAL,CRITICAL,55.7,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 86.8 cycles.,"sensor_9, sensor_10, sensor_7"
FD002,130,121.0,73.91751,-47.082489013671875,182,48.65,81.5677,NORMAL,MEDIUM,55.67,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 73.9 cycles.,"sensor_13, sensor_19, sensor_14"
FD002,36,100.0,68.58419,-31.415809631347656,203,47.79,74.0657,NORMAL,MEDIUM,55.33,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 68.6 cycles.,"sensor_16, sensor_10, sensor_14"
FD002,189,43.0,44.075207,1.0752067565917969,209,42.75,43.2039,NORMAL,HIGH,55.24,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 44.1 cycles.,"sensor_10, sensor_20, sensor_21"
FD004,224,14.0,21.241047,7.241046905517578,268,38.02,14.5586,NORMAL,HIGH,55.2,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 21.2 cycles.,"sensor_5, sensor_6, sensor_21"
FD001,4,82.0,88.43577,6.435768127441406,189,52.08,98.3568,CRITICAL,CRITICAL,55.12,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 88.4 cycles.,"sensor_2, sensor_14, sensor_3"
FD003,9,55.0,72.61235,17.612350463867188,406,48.79,78.5477,NORMAL,MEDIUM,55.11,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 72.6 cycles.,"sensor_12, sensor_21, sensor_17"
FD004,103,9.0,15.352618,6.352618217468262,224,37.05,6.3364,NORMAL,CRITICAL,54.86,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 15.4 cycles.,"sensor_5, sensor_6, sensor_21"
FD001,11,97.0,84.865944,-12.134056091308594,240,51.55,93.1705,WARNING,HIGH,54.84,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 84.9 cycles.,"sensor_4, sensor_14, sensor_20"
FD001,97,82.0,85.58573,3.585731506347656,202,51.74,93.9654,WARNING,HIGH,54.79,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 85.6 cycles.,"sensor_20, sensor_7, sensor_3"
FD002,72,104.0,81.52045,-22.47955322265625,196,51.03,88.3982,WARNING,HIGH,54.6,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 81.5 cycles.,"sensor_5, sensor_6, sensor_20"
FD004,134,36.0,59.850708,23.8507080078125,247,46.54,61.2451,NORMAL,MEDIUM,54.57,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 59.9 cycles.,"sensor_16, sensor_13, sensor_14"
FD002,11,6.0,12.537774,6.537774085998535,271,37.04,0.9226,NORMAL,CRITICAL,54.1,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 12.5 cycles.,"sensor_5, sensor_1, sensor_6"
FD004,48,45.0,62.68742,17.687419891357422,322,47.5,63.5651,NORMAL,MEDIUM,54.08,MONITOR CLOSELY,Monitor engine closely. Predicted RUL is 62.7 cycles.,"sensor_10, sensor_14, sensor_16"
FD002,161,13.0,14.534124,1.5341243743896484,224,37.49,3.285,NORMAL,CRITICAL,54.05,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 14.5 cycles.,"sensor_5, sensor_6, sensor_21"
FD002,151,115.0,84.43818,-30.56182098388672,177,52.08,90.5932,WARNING,HIGH,54.02,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 84.4 cycles.,none
FD004,244,35.0,43.07089,8.07088851928711,267,43.51,38.7059,NORMAL,HIGH,53.95,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 43.1 cycles.,"sensor_5, sensor_1, sensor_6"
FD003,42,115.0,92.29051,-22.709487915039062,193,53.9,99.8018,CRITICAL,CRITICAL,53.78,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 92.3 cycles.,"sensor_10, sensor_21, sensor_12"
FD001,51,114.0,92.48372,-21.516281127929688,213,53.95,99.9952,CRITICAL,CRITICAL,53.76,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 92.5 cycles.,"sensor_9, sensor_8, sensor_2"
FD002,41,44.0,43.730415,-0.2695846557617187,262,43.85,38.8791,NORMAL,HIGH,53.69,SCHEDULE MAINTENANCE,Schedule maintenance soon. Predicted RUL is 43.7 cycles.,"sensor_13, sensor_16, sensor_2"
FD002,236,12.0,12.794715,0.7947149276733398,239,37.4,0.2251,NORMAL,CRITICAL,53.69,IMMEDIATE INSPECTION,Engine requires immediate inspection. Predicted RUL is 12.8 cycles.,"sensor_5, sensor_6, sensor_20"
